DATAFLOW,LAST UPDATE,freq,unit,mot_nrg,engine,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2015,28802,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2016,29241,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2017,29675,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2018,29949,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2019,30249,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2020,30436,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2021,30541,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2022,30659,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Liechtenstein,2023,30964,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2014,1205668,b
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2015,1244063,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2016,1298737,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2017,1356987,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2018,1430520,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2019,1498688,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2020,1565465,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2021,1611143,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2022,1650384,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Lithuania,2023,1700524,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2014,372827,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2015,381103,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2016,390935,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2017,403282,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2018,415145,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2019,426346,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2020,433183,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2021,439919,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2022,444818,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Luxembourg,2023,453614,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2014,657799,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2015,679048,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2016,664177,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2017,689536,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2018,707841,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2019,727164,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2020,739124,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2021,758688,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2022,769723,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Latvia,2023,781690,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2014,512561,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2015,529813,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2016,546781,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2017,588119,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2018,616800,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2019,648780,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2020,677670,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2021,716906,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2022,745970,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Moldova,2023,788506,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2014,174073,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2015,175912,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2016,184734,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2017,193242,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2018,206453,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2019,217959,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2020,210113,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2021,221405,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2022,227716,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Montenegro,2023,242599,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2014,371449,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2015,383833,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2016,394934,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2017,403316,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2018,415062,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2019,426045,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2020,429196,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2021,477820,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,North Macedonia,2022,483482,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2014,265950,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2015,275380,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2016,282921,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2017,291798,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2018,300140,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2019,307130,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2020,308358,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2021,313177,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2022,317234,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Malta,2023,323852,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2014,7979083,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2015,8100864,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2016,8222974,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2017,8373244,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2018,8442982,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2019,8584391,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2020,8686419,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2021,8827709,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2022,8917107,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Netherlands,2023,8932846,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2014,2555443,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2015,2610000,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2016,2662910,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2017,2719396,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2018,2751949,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2019,2801208,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2020,2934883,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2021,3003005,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2022,3018728,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Norway,2023,2886795,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2014,20003863,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2015,18011775,b
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2016,18718408,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2017,19266117,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2018,19911107,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2019,20544344,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2020,20985865,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2021,21356007,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2022,21458101,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Poland,2023,21992801,s
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2014,4699645,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2015,4722963,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2016,4850229,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2017,5059472,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2018,5282970,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2019,5452119,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2020,5565963,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2021,5632644,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2022,5778584,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Portugal,2023,5931722,p
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2014,4907564,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2015,5155059,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2016,5472423,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2017,5998194,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2018,6452536,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2019,6902984,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2020,7274728,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2021,7611039,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2022,7865186,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Romania,2023,8106570,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2015,1833237,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2016,1888566,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2017,1968787,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2018,1999771,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2019,2083753,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2020,2164818,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2021,2235794,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2022,2337498,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Serbia,2023,2389105,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2014,4584711,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2015,4668262,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2016,4767262,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2017,4844823,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2018,4869979,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2019,4887116,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2020,4943293,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2021,4985979,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2022,4979761,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Sweden,2023,4976366,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2014,1068362,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2015,1078737,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2016,1096523,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2017,1117935,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2018,1143150,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2019,1165371,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2020,1170690,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2021,1189457,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2022,1207755,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovenia,2023,1230565,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2014,1949100,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2015,2034574,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2016,2121774,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2017,2223117,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2018,2321608,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2019,2393577,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2020,2439986,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2021,2493183,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2022,2555491,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Slovakia,2023,2644361,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2014,9857915,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2015,10589337,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2016,11317998,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2017,12035978,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2018,12398190,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2019,12503049,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2020,13099041,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2021,13706065,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2022,14269352,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Türkiye,2023,15221134,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,United Kingdom,2015,30250294,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,United Kingdom,2016,30850440,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,United Kingdom,2017,31200182,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,United Kingdom,2018,31517597,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,United Kingdom,2021,31878624,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,United Kingdom,2022,32169932,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2014,236145,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2015,281847,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2016,260291,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2017,168759,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2018,256880,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2019,309509,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2020,292902,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2021,322701,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2022,339131,
ESTAT:ROAD_EQS_CARMOT(1.0),17/10/24 23:00:00,Annual,Number,Total,Total,Kosovo*,2023,368818,
